"Instituto Nacional de Estadística y Geografía",
"Consulta en línea de los precios promedio del INPC ",
"Publicados en el diario oficial de la Federación mensualmente ",
"Fecha de consulta: 12/07/2023 19:37:14",

"Año","Mes","Fecha_Pub_DOF","Clave ciudad","Nombre ciudad","División","Grupo","Clase","Subclase","Clave genérico","Genérico","Consecutivo","Especificación","Precio promedio","Cantidad","Unidad","Estatus"
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","015"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","016"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","017"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","018"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","019"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 41 Vivienda alquilada","158","Renta de vivienda","020"," PRECIO PROMEDIO DE LA MUESTRA","5103.29","1","RENTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","001","CONSUMO DE 30 METROS CUBICOS","207.75","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","002","CONSUMO DE 34.5 METROS CUBICOS","186.19","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","003","CONSUMO DE 108.9 METROS CUBICOS","1990.7","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","004","CONSUMO DE 71.6 METROS CUBICOS","801","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","005","CONSUMO DE 34.5 METROS CUBICOS","186.19","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","006","CONSUMO DE 34.5 METROS CUBICOS","186.37","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","007","CONSUMO DE 71.6 METROS CUBICOS","808.51","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","008","CONSUMO DE 108.9 METROS CUBICOS","2012.54","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","009","CONSUMO DE 71.6 METROS CUBICOS","813.19","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.1. Costo de uso de vivienda"," 3.1.1. Costo de uso de vivienda"," 42 Vivienda propia","160","Derechos por el suministro de agua","010","CONSUMO DE 30 METROS CUBICOS","212.03","1","CUOTA",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","001","CONSUMO DE 25 KWH","23","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","002","CONSUMO DE 50 KWH","45.99","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","003","CONSUMO DE 75 KWH","68.99","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","004","CONSUMO DE 100 KWH","96.72","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","005","CONSUMO DE 125 KWH","124.44","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","006","CONSUMO DE 150 KWH","173.58","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","007","CONSUMO DE 175 KWH","254.83","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","008","CONSUMO DE 200 KWH","336.09","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","009","CONSUMO DE 225 KWH","417.35","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","010","CONSUMO DE 250 KWH","498.61","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","011","CONSUMO DE 300 KWH","1823.25","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","012","CONSUMO DE 400 KWH","2390.49","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","013","CONSUMO DE 500 KWH","2957.73","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","014","CONSUMO DE 750 KWH","4375.83","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","015","CONSUMO DE 1000 KWH","5793.93","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","016","CONSUMO DE 1200 KWH","6928.41","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","017","CONSUMO DE 1250 KWH","7212.03","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","018","CONSUMO DE 1500 KWH","8630.13","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","019","CONSUMO DE 1750 KWH","10048.23","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","020","CONSUMO DE 2000 KWH","11466.33","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","021","CONSUMO DE 2250 KWH","12884.43","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","022","CONSUMO DE 2500 KWH","14302.53","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","023","CONSUMO DE 2750 KWH","15720.63","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","024","CONSUMO DE 3000 KWH","17138.73","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","025","CONSUMO DE 3250 KWH","18556.83","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","026","CONSUMO DE 3500 KWH","19974.93","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","027","CONSUMO DE 140 KWH","141.07","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","028","CONSUMO DE 450 KWH","2674.11","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","029","CONSUMO DE 600 KWH","3524.97","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","030","CONSUMO DE 850 KWH","4943.07","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","031","CONSUMO DE 900 KWH","5226.69","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","032","CONSUMO DE 3750 KWH","21393.03","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","033","CONSUMO DE 4000 KWH","22811.13","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","034","CONSUMO DE 5000 KWH","28483.53","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","035","CONSUMO DE 6000 KWH","34155.93","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","036","CONSUMO DE 7000 KWH","39828.33","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","037","CONSUMO DE 8000 KWH","45500.73","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 43 Electricidad","161","Electricidad","038","CONSUMO DE 10000 KWH","56845.53","1","COST/M",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","001","PRECIO POR KG","19.94","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","002","PRECIO POR LT","10.92","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","003","PRECIO POR KG","20.51","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","004","PRECIO POR LT","10.88","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","005","PRECIO POR LT","10.78","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","006","PRECIO POR KG","20.02","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","007","PRECIO POR KG","20.32","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","008","PRECIO POR KG","19.72","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","009","PRECIO POR LT","10.69","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","010","PRECIO POR LT","10.79","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","011","PRECIO POR LT","10.69","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","012","PRECIO POR KG","20.22","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","013","PRECIO POR LT","11.03","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","014","PRECIO POR KG","20.15","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","015","PRECIO POR KG","20.14","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","016","PRECIO POR LT","10.81","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","017","PRECIO POR LT","11.03","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","018","PRECIO POR LT","10.63","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","019","PRECIO POR KG","20.16","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","020","PRECIO POR KG","20.15","1","KG",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","021","PRECIO POR LT","10.05","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","022","PRECIO POR LT","10.81","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","023","PRECIO POR LT","10.7","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","024","PRECIO POR LT","10.67","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","025","PRECIO POR LT","10.87","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","026","PRECIO POR LT","10.88","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","027","PRECIO POR LT","10.89","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","028","PRECIO POR LT","10.7","1","LT",""
"2018","07","17/08/2018 12:00:00 a. m.","01","Área Met. de la Cd. de México"," 3. Vivienda"," 3.2. Electricidad y combustibles"," 3.2.1. Electricidad y combustibles"," 44 Gas doméstico","162","Gas doméstico LP","029","PRECIO POR LT","9.8","1","LT",""
